"MDR","Region","Type","Category","Month","N_Merchant","N_EDC","A_Merchant","A_EDC","Tranasaction","Value","Inactive_Terminal","Active_Terminal"
296726.866276003,"Region5","retail","Retail Store","January",1,7,0,2,12633,1078571,152,1130
305729.704746045,"Region5","retail","Retail Store","February",1,7,1,3,12748,1595798,103,1871
377805.517520756,"Region5","retail","Retail Store","March",1,5,0,0,13087,1336262,185,1397
235165.11823982,"Region5","retail","Retail Store","April",1,6,1,4,15525,1114985,181,1567
293096.109479666,"Region5","retail","Retail Store","May",1,7,0,3,16263,1226335,175,1308
328563.819825649,"Region5","retail","Retail Store","June",1,6,1,5,13979,1185098,163,1150
131645.887368359,"Region5","retail","Retail Store","July",2,15,0,4,10271,1607200,155,1263
126963.404077105,"Region5","retail","Retail Store","August",1,6,0,1,14078,1978505,110,1679
323124.412889592,"Region5","retail","Retail Store","September",1,6,0,0,10821,1524169,164,1285
355351.114529185,"Region5","retail","Retail Store","October",2,6,1,3,14072,1532684,130,1182
127662.485674955,"Region5","retail","Retail Store","November",1,5,0,3,12878,1884011,141,1233
272360.298037529,"Region5","retail","Kirana Store","January",1,4,1,0,16773,1407384,118,1936
399324.922077358,"Region5","retail","Kirana Store","February",2,16,0,1,15374,1927545,125,1568
137577.63877511,"Region5","retail","Kirana Store","March",1,7,0,2,12811,1953470,137,1072
186009.372770786,"Region5","retail","Kirana Store","April",1,5,0,3,19769,1883219,120,1984
196821.847511455,"Region5","retail","Kirana Store","May",1,5,1,0,18272,1135675,178,1317
376048.121671192,"Region5","retail","Kirana Store","June",0,0,0,0,17542,1046892,170,1723
280856.150947511,"Region5","retail","Kirana Store","July",0,0,0,0,15612,1005870,124,1451
195381.680224091,"Region5","retail","Kirana Store","August",1,5,0,0,16047,1260147,118,1015
238362.156529911,"Region5","retail","Kirana Store","September",1,7,0,3,12480,1687660,112,1658
342882.377607748,"Region5","retail","Kirana Store","October",2,11,0,2,16952,1807317,192,1892
191161.955171265,"Region5","retail","Kirana Store","November",1,4,0,1,13910,1375068,116,1074
310914.311395027,"Region5","retail","Hotels","January",0,0,1,2,14355,1715852,134,1019
102089.69716914,"Region5","retail","Hotels","February",1,4,0,5,19102,1550431,159,1098
324340.650369413,"Region5","retail","Hotels","March",1,4,0,0,16182,1714891,105,1135
279500.000574626,"Region5","retail","Hotels","April",1,7,0,2,15282,1564922,198,1594
379646.815522574,"Region5","retail","Hotels","May",1,4,0,0,10282,1599040,133,1134
357080.978271551,"Region5","retail","Hotels","June",0,0,0,0,17787,1556325,153,1413
188477.546325885,"Region5","retail","Hotels","July",1,4,1,3,18326,1960426,104,1585
363314.948277548,"Region5","retail","Hotels","August",2,15,0,4,10037,1689903,169,1009
309715.043706819,"Region5","retail","Hotels","September",2,10,0,0,10854,1619564,130,1249
103299.273061566,"Region5","retail","Hotels","October",1,4,0,2,11805,1104577,144,1226
379701.546626166,"Region5","retail","Hotels","November",0,0,0,0,16089,1692055,123,1467
254292.623163201,"Region5","retail","Restaurants","January",1,8,1,5,15258,1629558,128,1511
178335.001762025,"Region5","retail","Restaurants","February",0,0,0,0,14105,1861180,196,1029
282609.892706387,"Region5","retail","Restaurants","March",1,4,0,3,14687,1928069,109,1236
169544.243114069,"Region5","retail","Restaurants","April",0,0,0,2,15266,1126602,168,1979
124785.784864798,"Region5","retail","Restaurants","May",1,4,0,4,14741,1679990,129,1556
160302.699916065,"Region5","retail","Restaurants","June",0,0,0,0,14411,1201533,147,1171
338519.56599392,"Region5","retail","Restaurants","July",0,0,0,4,18305,1657172,167,1111
203687.341464683,"Region5","retail","Restaurants","August",0,0,1,0,11989,1221864,180,1798
125377.623434179,"Region5","retail","Restaurants","September",1,5,0,1,13859,1805115,141,1751
308373.943879269,"Region5","retail","Restaurants","October",1,5,0,0,17399,1768564,177,1982
338824.697234668,"Region5","retail","Restaurants","November",1,5,0,0,14052,1397736,176,1875
174957.224493846,"Region5","retail","Airline","January",0,0,0,0,12267,1685969,179,1095
369612.423912622,"Region5","retail","Airline","February",1,3,0,4,17445,1518359,109,1966
341964.406939223,"Region5","retail","Airline","March",1,6,0,3,10440,1720113,132,1875
239916.3357215,"Region5","retail","Airline","April",0,0,0,0,13198,1088687,142,1537
172501.754481345,"Region5","retail","Airline","May",1,7,0,0,17531,1394363,173,1890
391002.997150645,"Region5","retail","Airline","June",2,16,0,0,16429,1698196,106,1702
168948.301393539,"Region5","retail","Airline","July",0,0,0,5,18606,1293241,188,1157
317606.249521486,"Region5","retail","Airline","August",2,13,0,0,10483,1690125,121,1542
154844.896867871,"Region5","retail","Airline","September",0,0,1,0,17236,1456233,186,1447
319169.025332667,"Region5","retail","Airline","October",2,6,0,1,13635,1888587,198,1248
344121.729792096,"Region5","retail","Airline","November",2,12,0,0,17596,1241295,180,1824
360029.178322293,"Region5","retail","Hardware Store","January",0,0,0,0,16654,1844100,105,1095
131428.777915426,"Region5","retail","Hardware Store","February",1,4,0,0,17362,1176779,148,1242
114266.241784208,"Region5","retail","Hardware Store","March",1,6,1,3,13653,1271950,135,1614
383764.514653012,"Region5","retail","Hardware Store","April",1,5,1,4,13503,1023044,182,1102
215486.984094605,"Region5","retail","Hardware Store","May",1,6,0,4,14243,1223275,195,1853
327717.51282271,"Region5","retail","Hardware Store","June",2,10,0,4,10733,1074214,192,1841
326858.861092478,"Region5","retail","Hardware Store","July",1,3,0,0,12535,1890725,159,1706
264221.124094911,"Region5","retail","Hardware Store","August",1,8,0,5,14375,1401112,114,1049
352616.690238938,"Region5","retail","Hardware Store","September",1,5,0,1,10293,1389257,175,1145
129095.018096268,"Region5","retail","Hardware Store","October",0,0,0,0,11657,1590078,161,1412
354436.789848842,"Region5","retail","Hardware Store","November",1,3,1,0,15703,1109309,136,1022
184582.177107222,"Region5","retail","Computer Store","January",2,7,1,0,14214,1787342,176,1356
242059.832974337,"Region5","retail","Computer Store","February",2,11,0,3,10825,1606847,126,1317
187166.899000295,"Region5","retail","Computer Store","March",0,0,0,5,13086,1140665,155,1014
218030.239036307,"Region5","retail","Computer Store","April",1,6,0,0,11720,1848379,189,1237
304038.647678681,"Region5","retail","Computer Store","May",2,14,1,1,10959,1936044,138,1604
226923.68584685,"Region5","retail","Computer Store","June",2,10,0,0,17748,1491955,182,1704
321582.611394115,"Region5","retail","Computer Store","July",1,5,0,3,12084,1676961,143,1310
382260.237960145,"Region5","retail","Computer Store","August",2,10,0,0,11873,1557144,148,1921
362304.339348339,"Region5","retail","Computer Store","September",1,5,0,5,14139,1029431,175,1613
157964.831707068,"Region5","retail","Computer Store","October",0,0,0,1,13039,1267073,136,1255
148852.143296972,"Region5","retail","Computer Store","November",0,0,1,0,17294,1971254,115,1221
178461.86158713,"Region5","retail","Gaming Zone","January",2,14,0,4,12280,1751150,125,1554
300185.012584552,"Region5","retail","Gaming Zone","February",1,8,0,3,16417,1311482,159,1904
113970.120041631,"Region5","retail","Gaming Zone","March",1,5,0,0,15281,1012710,115,1258
357088.149967603,"Region5","retail","Gaming Zone","April",1,6,0,0,16778,1450892,166,1078
307443.908997811,"Region5","retail","Gaming Zone","May",1,5,0,3,11525,1845352,168,1368
225579.002755694,"Region5","retail","Gaming Zone","June",0,0,1,0,18144,1459378,173,1991
279517.302359454,"Region5","retail","Gaming Zone","July",1,7,0,0,17734,1445158,129,1202
380236.177938059,"Region5","retail","Gaming Zone","August",0,0,1,0,14410,1128965,195,1030
167829.443677329,"Region5","retail","Gaming Zone","September",0,0,0,0,11226,1346498,179,1756
311346.276546828,"Region5","retail","Gaming Zone","October",1,4,0,0,10192,1314650,188,1149
342903.584800661,"Region5","retail","Gaming Zone","November",1,7,1,3,18340,1061354,166,1213
195513.361459598,"Region5","retail","Super MArket","January",1,4,0,1,14933,1199729,120,1379
386121.746874414,"Region5","retail","Super MArket","February",2,8,1,2,14391,1435802,103,1565
385757.602006197,"Region5","retail","Super MArket","March",1,5,0,0,10108,1642023,120,1974
300931.993266568,"Region5","retail","Super MArket","April",1,4,0,0,19627,1619277,127,1034
352532.329037786,"Region5","retail","Super MArket","May",1,7,0,5,13561,1828186,141,1725
338115.909462795,"Region5","retail","Super MArket","June",1,6,0,0,17641,1226268,163,1951
342332.633305341,"Region5","retail","Super MArket","July",2,7,0,0,15663,1221155,189,1727
382350.17710831,"Region5","retail","Super MArket","August",1,6,0,0,10546,1174257,133,1641
114330.198708922,"Region5","retail","Super MArket","September",1,4,0,2,14758,1168664,142,1327
357393.78600847,"Region5","retail","Super MArket","October",1,3,0,0,15139,1608671,149,1915
107306.944625452,"Region5","retail","Super MArket","November",0,0,0,0,13832,1258766,162,1116
232955.036894418,"Region5","retail","Fast Food Centre","January",1,7,1,1,17941,1730943,197,1123
247728.333529085,"Region5","retail","Fast Food Centre","February",1,4,0,0,17268,1570673,128,1507
284256.053227,"Region5","retail","Fast Food Centre","March",1,4,1,0,10108,1998767,108,1900
310279.07084208,"Region5","retail","Fast Food Centre","April",1,3,1,0,13670,1351308,151,1758
253237.658529542,"Region5","retail","Fast Food Centre","May",0,0,0,0,12001,1204852,171,1966
389220.379805192,"Region5","retail","Fast Food Centre","June",2,8,1,0,11717,1170372,168,1084
164033.438777551,"Region5","retail","Fast Food Centre","July",2,12,0,5,13571,1771043,154,1668
340087.114879861,"Region5","retail","Fast Food Centre","August",1,6,1,5,18037,1340182,144,1999
268283.609393984,"Region5","retail","Fast Food Centre","September",0,0,0,0,19468,1138216,165,1056
277660.356741399,"Region5","retail","Fast Food Centre","October",0,0,0,0,14219,1680647,168,1699
263073.364458978,"Region5","retail","Fast Food Centre","November",1,5,0,0,11534,1020401,165,1950
165042.122104205,"Region5","holding","Retail Store","January",1,6,0,0,18443,1994152,169,1058
163465.744140558,"Region5","holding","Retail Store","February",1,5,0,4,11119,1354974,184,1791
363383.647543378,"Region5","holding","Retail Store","March",1,6,0,0,16297,1413284,180,1438
245612.197811715,"Region5","holding","Retail Store","April",1,4,0,0,13059,1957230,183,1561
186673.28893207,"Region5","holding","Retail Store","May",2,6,1,5,10012,1305544,105,1159
365802.183258347,"Region5","holding","Retail Store","June",2,7,0,2,14183,1957975,109,1985
167888.087104075,"Region5","holding","Retail Store","July",1,7,0,0,15050,1428417,124,1774
208874.018443748,"Region5","holding","Retail Store","August",1,5,1,0,14566,1421092,132,1365
100599.020672962,"Region5","holding","Retail Store","September",0,0,0,0,14589,1294565,156,1316
291530.359419994,"Region5","holding","Retail Store","October",2,15,0,0,18857,1987415,162,1260
382623.566151597,"Region5","holding","Retail Store","November",1,3,0,5,12561,1557818,138,1728
161291.462741792,"Region5","holding","Kirana Store","January",2,9,0,0,18499,1212142,197,1095
386307.520791888,"Region5","holding","Kirana Store","February",1,7,0,0,10627,1842995,195,1832
170744.868600741,"Region5","holding","Kirana Store","March",1,4,0,1,11976,1895136,136,1476
386099.52526167,"Region5","holding","Kirana Store","April",2,7,0,3,12971,1404879,173,1895
327016.438147984,"Region5","holding","Kirana Store","May",1,7,1,1,13727,1629218,192,1864
278030.807175674,"Region5","holding","Kirana Store","June",2,16,0,0,14345,1886194,128,1779
308321.35672681,"Region5","holding","Kirana Store","July",2,8,0,1,17501,1384334,171,1343
291396.454395726,"Region5","holding","Kirana Store","August",1,5,0,0,16911,1995804,107,1615
291418.022150174,"Region5","holding","Kirana Store","September",0,0,0,5,18441,1152810,102,1543
304785.494110547,"Region5","holding","Kirana Store","October",1,6,1,5,19149,1887137,180,1257
270548.644661903,"Region5","holding","Kirana Store","November",0,0,0,2,16232,1471346,194,1309
134156.443877146,"Region5","holding","Hotels","January",1,7,1,5,18046,1899877,120,1146
389941.700408235,"Region5","holding","Hotels","February",1,5,1,0,15296,1198356,173,1546
113804.694870487,"Region5","holding","Hotels","March",1,4,1,4,14889,1635305,173,1148
290018.483763561,"Region5","holding","Hotels","April",1,5,0,0,17627,1412052,111,1424
149587.371223606,"Region5","holding","Hotels","May",2,10,1,0,14082,1403368,136,1975
273325.689113699,"Region5","holding","Hotels","June",1,5,0,0,19759,1233001,200,1394
226800.421020016,"Region5","holding","Hotels","July",1,7,1,0,16750,1701406,191,1193
244567.701546475,"Region5","holding","Hotels","August",0,0,1,2,19885,1690113,120,1006
312963.409349322,"Region5","holding","Hotels","September",1,6,0,3,16464,1173046,181,1147
276932.929852046,"Region5","holding","Hotels","October",1,5,0,0,18015,1235768,113,1846
130241.745430976,"Region5","holding","Hotels","November",0,0,0,0,18688,1121073,100,1259
172604.33640331,"Region5","holding","Restaurants","January",0,0,0,0,13328,1734256,128,1476
119060.810329393,"Region5","holding","Restaurants","February",0,0,0,4,13095,1727027,146,1805
193131.622858346,"Region5","holding","Restaurants","March",2,7,1,0,13330,1990905,142,1403
266625.908459537,"Region5","holding","Restaurants","April",1,3,1,0,10776,1181627,136,1293
360609.73519925,"Region5","holding","Restaurants","May",1,8,0,3,15177,1300892,152,1610
129379.034135491,"Region5","holding","Restaurants","June",2,6,0,0,15888,1410736,111,1490
229388.835001737,"Region5","holding","Restaurants","July",2,15,0,2,15589,1679687,183,1058
202127.881045453,"Region5","holding","Restaurants","August",1,6,0,4,15903,1429629,130,1536
346506.342757493,"Region5","holding","Restaurants","September",1,4,0,0,10564,1669000,167,1289
310192.345106043,"Region5","holding","Restaurants","October",1,6,1,0,16904,1591876,173,1669
359960.007574409,"Region5","holding","Restaurants","November",2,10,0,5,11350,1667489,186,1038
168814.135412686,"Region5","holding","Airline","January",1,7,0,0,17776,1956232,188,1758
333011.153363623,"Region5","holding","Airline","February",1,4,0,0,15861,1534390,156,1964
268818.345689215,"Region5","holding","Airline","March",1,5,0,0,13386,1021905,132,1281
333854.946284555,"Region5","holding","Airline","April",1,8,0,1,15051,1012998,188,1640
335460.422025062,"Region5","holding","Airline","May",2,10,0,0,18350,1310383,107,1075
329610.174428672,"Region5","holding","Airline","June",0,0,0,0,11192,1087669,135,1538
191097.574611194,"Region5","holding","Airline","July",1,6,1,4,18745,1044358,159,1980
248681.256524287,"Region5","holding","Airline","August",0,0,0,0,14660,1093625,147,1196
154602.236719802,"Region5","holding","Airline","September",0,0,0,0,14021,1708329,125,1288
383764.655189589,"Region5","holding","Airline","October",0,0,0,4,11575,1120861,149,1364
213736.455049366,"Region5","holding","Airline","November",1,6,0,0,16894,1904300,160,1164
169678.139477037,"Region5","holding","Hardware Store","January",0,0,0,1,11098,1013874,125,1211
255180.933140218,"Region5","holding","Hardware Store","February",2,7,0,0,17875,1919016,144,1836
257576.648425311,"Region5","holding","Hardware Store","March",1,7,1,0,18553,1708933,166,1050
136850.476823747,"Region5","holding","Hardware Store","April",1,5,1,2,19061,1652545,170,1711
399984.983401373,"Region5","holding","Hardware Store","May",1,8,0,4,16095,1604053,165,1487
312075.52140113,"Region5","holding","Hardware Store","June",1,4,0,3,16867,1723008,127,1150
273534.577526152,"Region5","holding","Hardware Store","July",1,7,0,0,10035,1385628,145,1163
278431.147895753,"Region5","holding","Hardware Store","August",1,4,0,2,11482,1006769,187,1469
311961.443419568,"Region5","holding","Hardware Store","September",1,8,1,0,15542,1438057,117,1953
129965.713503771,"Region5","holding","Hardware Store","October",1,3,0,5,11294,1034425,120,1132
